title,urls
U.S. Constitution (Saddlewire) (Books of American Wisdom),https://www.goodreads.com/book/show/89959.U_S_Constitution_Saddlewire_
James and the Giant Peach,https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach
Bury My Heart at Wounded Knee: An Indian History of the American West,https://www.goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee
"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy
The Autobiography of Malcolm X,https://www.goodreads.com/book/show/92057.The_Autobiography_of_Malcolm_X
Schindler's List,https://www.goodreads.com/book/show/375013.Schindler_s_List
A Little Princess,https://www.goodreads.com/book/show/3008.A_Little_Princess
The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,https://www.goodreads.com/book/show/43070.The_Essential_Calvin_and_Hobbes
Middlesex,https://www.goodreads.com/book/show/2187.Middlesex
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea
"A Child Called ""It"" (Dave Pelzer, #1)",https://www.goodreads.com/book/show/60748.A_Child_Called_It_
Leaves of Grass,https://www.goodreads.com/book/show/27494.Leaves_of_Grass
Into the Wild,https://www.goodreads.com/book/show/1845.Into_the_Wild
Their Eyes Were Watching God,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God
The Wind in the Willows,https://www.goodreads.com/book/show/5659.The_Wind_in_the_Willows
Speak,https://www.goodreads.com/book/show/439288.Speak
Peter Pan,https://www.goodreads.com/book/show/34268.Peter_Pan
A People's History of the United States,https://www.goodreads.com/book/show/2767.A_People_s_History_of_the_United_States
The Republic,https://www.goodreads.com/book/show/30289.The_Republic
American Gods,https://www.goodreads.com/book/show/30165203-american-gods
"Holes (Holes, #1)",https://www.goodreads.com/book/show/38709.Holes
The Story of My Life,https://www.goodreads.com/book/show/821611.The_Story_of_My_Life
The World According to Garp,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp
Looking for Alaska,https://www.goodreads.com/book/show/99561.Looking_for_Alaska
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",https://www.goodreads.com/book/show/12067.Good_Omens
The Secret Magdalene,https://www.goodreads.com/book/show/514811.The_Secret_Magdalene
"The Hound of the Baskervilles (Sherlock Holmes, #5)",https://www.goodreads.com/book/show/8921.The_Hound_of_the_Baskervilles
"Things Fall Apart (The African Trilogy, #1)",https://www.goodreads.com/book/show/37781.Things_Fall_Apart
A Short History of Nearly Everything,https://www.goodreads.com/book/show/21.A_Short_History_of_Nearly_Everything
The Addiction Manifesto,https://www.goodreads.com/book/show/58572970-the-addiction-manifesto
A Brief History of Time,https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time
Island of the Blue Dolphins,https://www.goodreads.com/book/show/41044096-island-of-the-blue-dolphins
زندگی مه آلود پریا,https://www.goodreads.com/book/show/40937505
Cat's Cradle,https://www.goodreads.com/book/show/135479.Cat_s_Cradle
A Farewell to Arms,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms
The Complete Fairy Tales,https://www.goodreads.com/book/show/46306.The_Complete_Fairy_Tales
Blindness,https://www.goodreads.com/book/show/40495148-blindness
A Separate Peace,https://www.goodreads.com/book/show/5148.A_Separate_Peace
The Raven,https://www.goodreads.com/book/show/264158.The_Raven
The Shack,https://www.goodreads.com/book/show/1812457.The_Shack
Fried Green Tomatoes at the Whistle Stop Cafe (Whistle Stop #1),https://www.goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe
Madame Bovary,https://www.goodreads.com/book/show/2175.Madame_Bovary
The God Delusion,https://www.goodreads.com/book/show/14743.The_God_Delusion
Tao Te Ching,https://www.goodreads.com/book/show/67896.Tao_Te_Ching
The Joy Luck Club,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club
The Neverending Story,https://www.goodreads.com/book/show/27712.The_Neverending_Story
Sophie's Choice,https://www.goodreads.com/book/show/228560.Sophie_s_Choice
A Confederacy of Dunces,https://www.goodreads.com/book/show/310612.A_Confederacy_of_Dunces
How to Win Friends and Influence People,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_and_Influence_People
"Angels & Demons (Robert Langdon, #1)",https://www.goodreads.com/book/show/960.Angels_Demons
Never Let Me Go,https://www.goodreads.com/book/show/6334.Never_Let_Me_Go
"Guns, Germs, and Steel: The Fates of Human Societies",https://www.goodreads.com/book/show/1842.Guns_Germs_and_Steel
Extremely Loud & Incredibly Close,https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close
Flow Down Like Silver,https://www.goodreads.com/book/show/6801755-flow-down-like-silver
"The Clan of the Cave Bear (Earth's Children, #1)",https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear
Tess of the D'Urbervilles,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles
The Color Purple,https://www.goodreads.com/book/show/373115.The_Color_Purple
"Outlander (Outlander, #1)",https://www.goodreads.com/book/show/10964.Outlander
The Tao of Pooh,https://www.goodreads.com/book/show/48757.The_Tao_of_Pooh
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People
"Eclipse (The Twilight Saga, #3)",https://www.goodreads.com/book/show/428263.Eclipse
A Light in the Attic,https://www.goodreads.com/book/show/30118.A_Light_in_the_Attic
Ulysses,https://www.goodreads.com/book/show/338798.Ulysses
One Day in the Life of Ivan Denisovich,https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich
"Lonesome Dove (Lonesome Dove, #1)",https://www.goodreads.com/book/show/256008.Lonesome_Dove
The Phantom of the Opera,https://www.goodreads.com/book/show/480204.The_Phantom_of_the_Opera
The Jungle,https://www.goodreads.com/book/show/41681.The_Jungle
"Breaking Dawn (The Twilight Saga, #4)",https://www.goodreads.com/book/show/1162543.Breaking_Dawn
Nickel and Dimed,https://www.goodreads.com/book/show/1869.Nickel_and_Dimed
Paradise Lost,https://www.goodreads.com/book/show/15997.Paradise_Lost
